Date,Country,Cumulative number of case(s),Number of deaths,Number recovered,Weather Condition,Temperature (°C),Humidity (%),Mobility Index,Public Awareness Level
2003-05-12,south africa,1.0,1.0,0,Cloudy,28.8,87,0.56,99
2003-05-12,Spain,1.0,0.0,1,Sunny,20.3,77,0.47,98
2003-05-12,Sweden,3.0,0.0,2,Rainyy,32.2,54,0.55,92
2003-05-12,Switzerland,1.0,0.0,1,Cloudy,22.7,86,0.41,83
2003-05-12,thailand,7.0,,5,,24.7,67,0.33,68
2003-05-12,united kingdom,6.0,0.0,6,Humid,23.3,42,0.75,56
2003-05-12,United States,64.0,0.0,34,Sunny,24.979299781181616,33,0.61,80
2003-05-12,viet nam,63.0,5.0,58,Cloudy,22.3,84,0.36,67
2003-05-13,Brazil,2.0,,2,Rainy,25.3,43,0.46,89
2003-05-13,Bulgaria,1.0,0.0,0,Humid,24.979299781181616,62,0.67,63
2003-05-13,Canada,143.0,22.0,99,Sunny,24.979299781181616,57,0.26,88
2003-05-13,china,,262.0,1765,Dry,28.4,81,0.32,85
2003-05-13,"Hong Kong SAR, China",1689.0,225.0,1090,Rainy,23.5,66,0.26,66
2003-05-13,"macao sar, china",1.0,0.0,0,Cloudy,22.7,37,0.85,86
2003-05-13,"Taiwan, China",207.0,24.0,30,Cloudy,28.2,73,0.8,93
2003-05-13,colombia,1.0,0.0,1,Rainy,21.5,63,0.8,58
2003-05-13,Finland,,0.0,0,Cloudy,25.6,73,0.77,69
2003-05-13,France,,0.0,4,Humid,24.979299781181616,34,0.74,94
2003-05-13,Germany,9.0,,9,Sunny,20.9,83,0.58,77
2003-05-13,India,3.0,0.0,0,Humid,26.8,34,0.71,99
2003-05-13,Indonesia,2.0,,1,Cloudy,26.6,60,0.23,69
2003-05-13,Italy,9.0,0.0,9,,24.5,74,0.7,90
2003-05-13,Kuwait,1.0,0.0,1,Sunny,22.5,38,0.82,85
2003-05-13,Malaysia,7.0,2.0,4,Sunny,31.1,71,0.6,76
2003-05-13,mongolia,9.0,0.0,6,Rany,24.979299781181616,61,0.49,57
2003-05-13,New Zealand,,0.0,1,Rainyy,15.9,62,0.42,81
2003-05-13,philippines,10.0,2.0,3,Dry,28.2,32,0.71,50
2003-05-13,Republic of Ireland,1.0,0.0,1,Sunny,19.0,59,0.75,66
2003-05-13,Republic of Korea,2.0,0.0,1,Dry,28.5,79,0.9,unknown
2003-05-13,romania,1.0,,1,,31.7,41,0.47,69
2003-05-13,Singapore,205.0,28.0,157,Rainy,28.1,58,0.82,94
2003-05-13,South Africa,1.0,1.0,0,Sunny,30.4,32,0.65,81
2003-05-13,Spain,1.0,0.0,1,Humd,35.1,55,0.91,51
2003-05-13,Sweden,3.0,0.0,3,,29.8,86,0.62,81
2003-05-13,switzerland,1.0,,1,Rainy,26.7,59,0.61,94
2003-05-13,thailand,7.0,2.0,5,Rainy,33.2,38,0.66,58
2003-05-13,United Kingdom,4.0,0.0,4,Humid,33.8,55,0.8,79
2003-05-13,United States,64.0,0.0,35,humidd,33.8,31,0.97,69
2003-05-13,Viet Nam,63.0,5.0,58,Dry,22.5,32,0.26,87
2003-05-14,brazil,2.0,0.0,2,Dry,24.979299781181616,75,0.24,unknown
2003-05-14,Bulgaria,1.0,,0,Cloudy,22.2,33,0.95,54
2003-05-14,Canada,143.0,23.0,104,Cloudy,28.5,54,0.62,84
2003-05-14,China,5124.0,267.0,1811,Sunny,25.8,80,0.69,85
2003-05-14,"Hong Kong SAR, China",1698.0,227.0,1128,Dry,24.0,42,0.59,50
2003-05-14,"Macao SAR, China",1.0,0.0,0,Rainyy,27.8,68,0.27,63
2003-05-14,"Taiwan, China",238.0,,38,Dryy,17.6,73,0.81,unknown
2003-05-14,Colombia,1.0,0.0,1,Rainyy,25.7,64,0.8,79
2003-05-14,Finland,1.0,0.0,0,Humid,30.6,84,0.45,73
2003-05-14,France,7.0,0.0,4,Dry,27.7,52,0.44,53
2003-05-14,Germany,9.0,0.0,9,,28.5,38,0.87,99
2003-05-14,India,3.0,0.0,0,,33.0,31,0.26,63
2003-05-14,Indonesia,2.0,0.0,2,Cloudy,24.7,83,0.9,74
2003-05-14,italy,9.0,0.0,9,Sunny,21.7,70,0.41,53
2003-05-14,Kuwait,1.0,0.0,1,Dry,24.979299781181616,73,0.67,74
2003-05-14,Malaysia,7.0,2.0,5,Humid,30.9,60,0.95,59
2003-05-14,Mongolia,9.0,0.0,6,Rainy,27.8,73,0.74,84
2003-05-14,New Zealand,1.0,0.0,1,Cloudy,24.2,76,0.53,56
2003-05-14,philippines,10.0,2.0,3,Cloudy,25.0,31,0.75,91
2003-05-14,Republic of Ireland,1.0,0.0,1,Rainyy,18.6,61,0.48,62
2003-05-14,Republic of Korea,3.0,0.0,1,Humid,30.6,47,0.42,53
2003-05-14,Romania,1.0,,1,Humid,30.4,42,1.0,99
2003-05-14,Singapore,205.0,28.0,157,,18.4,75,0.8,92
2003-05-14,south africa,1.0,1.0,0,Dry,29.3,34,0.72,85
2003-05-14,spain,1.0,0.0,1,Sunny,27.0,87,0.48,63
2003-05-14,sweden,3.0,0.0,3,Cloudy,19.9,71,0.24,67
2003-05-14,Switzerland,1.0,0.0,1,Dry,24.979299781181616,73,0.22,57
2003-05-14,thailand,8.0,2.0,5,Humd,24.979299781181616,39,0.64,81
2003-05-14,United Kingdom,4.0,0.0,4,,23.0,85,0.81,76
2003-05-14,United States,64.0,0.0,35,Humid,34.1,72,0.63,91
2003-05-14,viet nam,63.0,5.0,58,Cloudy,29.8,54,0.87,86
2003-05-15,Brazil,2.0,0.0,2,Humid,27.4,63,0.23,72
2003-05-15,Bulgaria,1.0,0.0,0,Sunny,27.6,66,0.49,56
2003-05-15,canada,142.0,,107,Cloudy,31.7,59,0.39,61
2003-05-15,china,5163.0,,1858,Rainyy,29.2,36,0.56,74
2003-05-15,"hong kong sar, china",1703.0,234.0,1160,Sunny,27.5,35,0.26,52
2003-05-15,"macao sar, china",1.0,0.0,0,Cloudy,20.1,83,0.96,75
2003-05-15,"Taiwan, China",264.0,30.0,38,Rainy,40.3,84,0.38,53
2003-05-15,colombia,1.0,0.0,1,Sunny,19.5,32,0.94,91
2003-05-15,finland,1.0,0.0,0,Sunny,23.4,42,0.54,85
2003-05-15,France,7.0,0.0,4,Cloudy,16.7,32,0.99,64
2003-05-15,germany,9.0,0.0,9,Dry,27.7,55,0.64,81
2003-05-15,India,3.0,0.0,3,Sunny,25.8,86,0.94,78
2003-05-15,indonesia,,0.0,2,Sunny,28.8,53,0.2,59
2003-05-15,italy,9.0,0.0,9,Rainy,16.3,82,0.8,70
2003-05-15,Kuwait,1.0,0.0,1,humidd,30.6,35,0.92,65
2003-05-15,Malaysia,7.0,2.0,5,Cloudy,21.0,72,0.31,96
2003-05-15,mongolia,9.0,,7,Cloudy,24.3,89,0.28,68
2003-05-15,New Zealand,1.0,0.0,1,drry,29.7,87,0.54,78
2003-05-15,Philippines,12.0,2.0,4,Dry,26.3,78,0.95,67
2003-05-15,Republic of Ireland,1.0,0.0,1,Cloudy,26.7,71,0.63,93
2003-05-15,Republic of Korea,,0.0,1,,29.0,41,0.62,65
2003-05-15,Romania,1.0,0.0,1,Rany,27.1,78,0.31,50
2003-05-15,Singapore,205.0,28.0,157,Cloudy,23.3,65,0.2,97
2003-05-15,south africa,1.0,1.0,0,Dry,24.2,31,0.85,51
2003-05-15,Spain,1.0,0.0,1,Cloudy,26.1,40,0.27,64
2003-05-15,Sweden,3.0,0.0,3,,20.5,68,0.71,88
2003-05-15,Switzerland,1.0,0.0,1,Sunny,30.0,63,0.93,77
2003-05-15,Thailand,8.0,,5,Cloudy,26.4,55,0.37,50
2003-05-15,United Kingdom,4.0,0.0,4,Sunny,25.4,47,0.73,54
2003-05-15,United States,,0.0,35,Dry,31.0,50,0.26,91
2003-05-15,viet nam,63.0,5.0,58,Sunny,24.4,65,0.68,71
2003-05-16,Brazil,,0.0,2,,24.1,69,0.33,85
2003-05-16,Bulgaria,1.0,0.0,0,Humd,22.6,81,0.79,95
2003-05-16,canada,140.0,23.0,106,,26.7,75,0.44,62
2003-05-16,china,5191.0,275.0,1947,Cloudy,26.5,73,0.57,50
2003-05-16,"Hong Kong SAR, China",1706.0,238.0,1171,Dry,21.7,51,0.68,65
2003-05-16,"macao sar, china",,,0,Rainy,24.1,82,0.34,90
2003-05-16,"Taiwan, China",274.0,35.0,46,Sunny,21.7,88,0.79,71
2003-05-16,Colombia,1.0,0.0,1,Rainy,21.5,59,0.44,81
2003-05-16,Finland,1.0,0.0,0,Cloudy,16.4,79,0.73,65
2003-05-16,france,7.0,,4,Humid,23.8,72,0.33,64
2003-05-16,germany,9.0,0.0,9,Dryy,16.5,89,0.75,95
2003-05-16,India,3.0,0.0,3,Sunny,22.7,59,0.3,91
2003-05-16,Indonesia,2.0,0.0,2,Dry,21.9,37,0.54,61
2003-05-16,Italy,,0.0,9,Cloudy,30.3,63,0.4,50
2003-05-16,Kuwait,1.0,0.0,1,,19.9,86,0.8,unknown
2003-05-16,Malaysia,7.0,2.0,5,,21.2,76,0.41,90
2003-05-16,mongolia,9.0,0.0,7,Cloudy,23.1,38,0.91,99
2003-05-16,new zealand,,,1,,22.1,80,0.91,77
2003-05-16,philippines,12.0,2.0,4,Humid,31.8,49,0.36,56
2003-05-16,republic of ireland,1.0,,1,,24.979299781181616,69,0.69,58
2003-05-16,republic of korea,3.0,0.0,1,Cloudy,23.1,54,0.27,71
2003-05-16,romania,1.0,0.0,1,humidd,26.7,48,0.51,75
2003-05-16,Singapore,205.0,28.0,157,Rany,29.4,34,0.77,61
2003-05-16,South Africa,1.0,1.0,0,Sunny,23.1,40,0.73,56
2003-05-16,Spain,1.0,0.0,1,Rainy,15.4,44,0.7,95
2003-05-16,Sweden,3.0,0.0,3,drry,24.2,37,0.43,96
2003-05-16,switzerland,1.0,,1,Humid,31.8,48,0.5,64
2003-05-16,Thailand,8.0,2.0,5,Rainy,24.979299781181616,52,0.28,unknown
2003-05-16,united kingdom,4.0,0.0,4,Cloudy,26.2,56,0.78,unknown
2003-05-16,United States,,0.0,34,Dry,19.7,69,0.6,63
2003-05-16,viet nam,63.0,5.0,58,Dry,19.2,61,0.77,51
2003-05-17,brazil,2.0,0.0,2,Rainy,25.1,55,0.4,57
2003-05-17,Canada,,23.0,106,,24.979299781181616,56,0.46,unknown
2003-05-17,China,5209.0,282.0,2009,humidd,28.9,48,0.47,55
2003-05-17,"Hong Kong SAR, China",1710.0,243.0,1191,Sunny,20.8,79,0.22,86
2003-05-17,"Macao SAR, China",1.0,0.0,0,,24.979299781181616,71,0.47,86
2003-05-17,"Taiwan, China",274.0,35.0,46,Rainy,15.6,58,0.84,82
2003-05-17,Colombia,1.0,0.0,1,Cloudy,23.0,68,0.92,90
2003-05-17,finland,1.0,0.0,0,,19.1,89,0.61,55
2003-05-17,france,7.0,0.0,6,Sunny,13.4,70,0.56,75
2003-05-17,Germany,9.0,0.0,9,Cloudy,27.7,62,0.22,88
2003-05-17,India,3.0,0.0,3,Humid,33.2,48,0.9,90
2003-05-17,Indonesia,2.0,0.0,2,Humid,30.6,66,0.21,86
2003-05-17,italy,,0.0,9,Rainy,28.4,48,0.96,63
2003-05-17,Kuwait,1.0,0.0,1,Rainyy,22.9,62,0.59,86
2003-05-17,Malaysia,7.0,2.0,5,Humid,29.0,76,0.47,57
2003-05-17,Mongolia,9.0,0.0,7,Rany,31.1,45,0.94,88
2003-05-17,New Zealand,1.0,0.0,1,Sunny,25.7,52,0.22,62
2003-05-17,philippines,12.0,2.0,4,Rainy,19.1,36,0.67,62
2003-05-17,Republic of Ireland,,0.0,1,Dry,22.5,55,0.64,89
2003-05-17,Republic of Korea,3.0,0.0,1,Rainy,33.5,61,0.38,92
2003-05-17,Romania,1.0,0.0,1,Cloudy,24.6,41,0.54,77
2003-05-17,Singapore,205.0,28.0,157,Sunny,8.4,37,0.72,67
2003-05-17,South Africa,1.0,1.0,0,Cloudy,17.7,34,0.78,68
2003-05-17,Spain,,0.0,1,,22.9,71,0.2,87
2003-05-17,sweden,3.0,,3,Dry,30.2,57,0.95,81
2003-05-17,Switzerland,1.0,0.0,1,Sunny,23.6,82,0.33,71
2003-05-17,Thailand,8.0,2.0,5,Sunny,30.3,34,0.39,51
2003-05-17,United Kingdom,4.0,0.0,4,Sunny,22.4,78,0.41,62
2003-05-17,United States,66.0,0.0,34,Sunny,15.2,55,0.23,72
2003-05-17,viet nam,63.0,,58,Sunny,22.5,34,0.3,74
2003-05-19,Brazil,2.0,0.0,2,Dryy,24.979299781181616,51,0.99,unknown
2003-05-19,canada,140.0,,106,Rainy,26.3,44,0.45,60
2003-05-19,China,5236.0,289.0,2148,Cloudy,18.7,42,0.29,82
2003-05-19,"hong kong sar, china",1714.0,251.0,1213,Sunny,23.2,57,0.29,73
2003-05-19,"macao sar, china",1.0,0.0,0,Rainyy,38.4,62,0.78,51
2003-05-19,"Taiwan, China",344.0,40.0,50,Rainy,24.979299781181616,72,0.88,79
2003-05-19,Colombia,,0.0,1,Cloudy,28.3,52,0.41,66
2003-05-19,Finland,1.0,0.0,0,,14.5,62,0.22,89
2003-05-19,France,7.0,,6,humidd,29.3,72,0.38,83
2003-05-19,germany,9.0,0.0,9,Humid,20.5,47,0.25,87
2003-05-19,india,3.0,0.0,3,,27.0,79,0.28,71
2003-05-19,Indonesia,2.0,0.0,2,Cloudy,18.5,82,0.55,54
2003-05-19,italy,9.0,0.0,9,Humid,26.5,59,0.38,97
2003-05-19,Kuwait,1.0,0.0,1,Rainy,20.5,55,0.61,89
2003-05-19,malaysia,7.0,2.0,5,Dry,21.4,45,0.4,65
2003-05-19,mongolia,9.0,0.0,8,Humid,27.2,42,0.95,62
2003-05-19,New Zealand,1.0,0.0,1,Rainy,22.8,68,0.92,75
2003-05-19,Philippines,12.0,2.0,8,Rainy,26.9,62,0.65,80
2003-05-19,Republic of Ireland,,0.0,1,Sunny,24.0,55,0.48,88
2003-05-19,Republic of Korea,3.0,0.0,1,Dry,25.3,77,0.5,unknown
2003-05-19,romania,1.0,0.0,1,Sunny,27.2,30,0.53,72
2003-05-19,Singapore,206.0,28.0,160,Cloudy,23.2,78,0.78,97
2003-05-19,South Africa,1.0,1.0,0,Sunny,20.0,67,0.56,61
2003-05-19,Spain,1.0,0.0,1,Sunny,22.3,31,0.89,63
2003-05-19,Sweden,3.0,0.0,3,Humid,31.0,78,0.96,67
2003-05-19,Switzerland,1.0,0.0,1,Rainy,24.979299781181616,35,0.47,76
2003-05-19,Thailand,8.0,2.0,5,Dry,20.8,75,0.65,77
2003-05-19,united kingdom,4.0,0.0,4,Sunny,27.0,79,0.28,67
2003-05-19,United States,67.0,0.0,34,Dry,27.3,67,0.36,65
2003-05-19,Viet Nam,63.0,5.0,58,Sunny,27.6,71,0.53,65
2003-05-20,Brazil,2.0,0.0,2,Cloudy,20.1,53,0.36,62
2003-05-20,Canada,140.0,23.0,106,Sunny,21.6,47,0.9,78
2003-05-20,China,,294.0,2254,Humid,24.979299781181616,56,0.33,58
2003-05-20,"Hong Kong SAR, China",1718.0,,1229,Rany,23.2,70,0.56,75
2003-05-20,"Macao SAR, China",1.0,0.0,0,Cloudy,27.7,37,0.68,77
2003-05-20,"Taiwan, China",383.0,52.0,63,,26.5,57,0.75,90
2003-05-20,colombia,1.0,0.0,1,Dry,26.9,39,0.51,62
2003-05-20,Finland,1.0,0.0,0,Cloudy,31.8,46,0.9,85
2003-05-20,france,7.0,0.0,6,Cloudy,28.4,84,0.65,58
2003-05-20,Germany,9.0,0.0,9,Sunny,24.3,58,0.55,96
2003-05-20,india,3.0,0.0,3,Cloudy,19.1,87,0.25,63
2003-05-20,Indonesia,2.0,0.0,2,Dry,21.4,35,0.57,61
2003-05-20,Italy,9.0,0.0,9,Cloudy,23.7,43,0.86,unknown
2003-05-20,Kuwait,1.0,0.0,1,Dry,29.1,51,0.69,87
2003-05-20,Malaysia,7.0,2.0,5,Sunny,24.9,83,0.87,52
2003-05-20,Mongolia,9.0,0.0,8,Rainy,24.979299781181616,35,0.6,65
2003-05-20,New Zealand,1.0,0.0,1,Cloudy,21.3,55,0.29,69
2003-05-20,Philippines,,2.0,8,Rainy,24.7,68,0.21,81
2003-05-20,republic of ireland,1.0,0.0,1,drry,29.4,41,0.44,72
2003-05-20,republic of korea,3.0,,2,Cloudy,33.0,64,0.76,66
2003-05-20,Romania,1.0,0.0,1,humidd,24.0,43,0.83,65
2003-05-20,Singapore,,28.0,161,Rainy,24.8,51,0.44,87
2003-05-20,South Africa,1.0,1.0,0,Cloudy,18.9,80,0.6,57
2003-05-20,Spain,1.0,0.0,1,Rainyy,34.7,52,0.54,68
2003-05-20,sweden,3.0,,3,Cloudy,18.0,77,0.53,79
2003-05-20,Switzerland,1.0,0.0,1,Sunny,30.9,36,0.39,83
2003-05-20,Thailand,8.0,2.0,5,Rainy,23.2,69,0.31,63
2003-05-20,united kingdom,4.0,0.0,4,Humid,22.0,79,0.36,71
2003-05-20,United States,67.0,0.0,34,Humid,19.4,54,0.24,93
2003-05-20,Viet Nam,63.0,5.0,58,Dry,37.1,42,0.36,66
2003-05-21,Brazil,2.0,0.0,2,Cloudy,26.1,50,0.21,64
2003-05-21,Canada,140.0,23.0,108,Rany,25.1,70,0.7,99
2003-05-21,China,5249.0,296.0,2335,Dry,29.4,39,0.45,97
2003-05-21,"Hong Kong SAR, China",1719.0,255.0,1237,Rainy,21.7,82,0.98,81
2003-05-21,"Macao SAR, China",1.0,0.0,0,,25.0,84,0.35,62
2003-05-21,"Taiwan, China",418.0,52.0,71,Humid,25.3,88,0.48,70
2003-05-21,Colombia,1.0,0.0,1,Sunny,22.4,38,0.49,98
2003-05-21,finland,1.0,0.0,1,Humid,31.0,44,0.21,89
2003-05-21,France,,0.0,6,Dryy,24.979299781181616,81,0.87,82
2003-05-21,germany,9.0,,9,Sunny,17.2,31,0.23,76
2003-05-21,India,3.0,0.0,3,Dry,23.5,54,0.95,84
2003-05-21,indonesia,2.0,0.0,2,Cloudy,24.979299781181616,42,0.91,65
2003-05-21,Italy,,0.0,9,Sunny,20.5,63,0.63,77
2003-05-21,Kuwait,1.0,0.0,1,Dry,24.979299781181616,80,0.63,83
2003-05-21,Malaysia,8.0,2.0,5,Cloudy,22.3,87,0.72,96
2003-05-21,Mongolia,9.0,0.0,8,humidd,24.979299781181616,63,0.51,50
2003-05-21,New Zealand,1.0,0.0,1,Cloudy,22.6,64,0.72,unknown
2003-05-21,Philippines,12.0,2.0,10,Rainy,32.1,67,0.24,97
2003-05-21,Republic of Ireland,1.0,0.0,1,,21.9,32,0.24,80
2003-05-21,Republic of Korea,3.0,0.0,2,Cloudy,24.979299781181616,71,0.57,85
2003-05-21,romania,1.0,0.0,1,Rainy,22.8,85,0.64,93
2003-05-21,Singapore,206.0,,161,Dry,28.8,88,0.91,82
2003-05-21,South Africa,1.0,1.0,0,Dry,19.4,35,0.28,82
2003-05-21,Spain,1.0,0.0,1,Cloudy,28.7,84,0.86,88
2003-05-21,Sweden,3.0,0.0,3,Rany,25.6,77,0.37,67
2003-05-21,switzerland,1.0,0.0,1,Rainy,21.8,78,0.52,72
2003-05-21,Thailand,8.0,2.0,5,Humid,24.2,48,0.45,72
2003-05-21,united kingdom,4.0,0.0,4,,32.7,32,0.52,64
2003-05-21,United States,66.0,0.0,33,Sunny,25.7,47,0.32,75
2003-05-21,Viet Nam,63.0,5.0,58,Dry,21.5,68,0.6,79
2003-05-22,australia,6.0,0.0,6,Dry,19.0,38,0.84,74
2003-05-22,Brazil,2.0,0.0,2,Humid,27.5,81,0.55,94
2003-05-22,Canada,140.0,23.0,109,Sunny,26.0,41,0.59,65
2003-05-22,China,,300.0,2445,Humid,28.5,34,0.88,88
2003-05-22,"Hong Kong SAR, China",1722.0,258.0,1247,Sunny,17.7,32,0.76,unknown
2003-05-22,"Macao SAR, China",2.0,,0,Cloudy,19.1,40,0.59,94
2003-05-22,"Taiwan, China",483.0,60.0,74,Sunny,30.7,86,0.41,63
2003-05-22,Colombia,1.0,0.0,1,Humd,26.7,59,0.91,unknown
2003-05-22,Finland,1.0,0.0,1,Dry,27.7,33,0.66,61
2003-05-22,France,7.0,0.0,6,Sunny,24.979299781181616,34,0.38,78
2003-05-22,germany,9.0,0.0,9,Sunny,20.1,30,0.42,81
2003-05-22,India,3.0,0.0,3,Rainy,30.0,56,0.84,73
2003-05-22,Indonesia,2.0,0.0,2,Dry,30.2,57,0.24,62
2003-05-22,italy,9.0,0.0,9,Cloudy,19.6,58,0.99,69
2003-05-22,Kuwait,1.0,0.0,1,Humid,18.6,47,0.3,64
2003-05-22,malaysia,8.0,2.0,5,Cloudy,24.5,41,0.84,53
2003-05-22,mongolia,9.0,0.0,8,Dry,21.0,42,0.52,unknown
2003-05-22,New Zealand,1.0,0.0,1,Sunny,20.9,70,0.59,77
2003-05-22,philippines,12.0,2.0,10,Sunny,18.7,31,0.9,99
2003-05-22,Republic of Ireland,1.0,0.0,1,Dry,22.7,66,0.53,51
2003-05-22,Republic of Korea,3.0,0.0,2,Sunny,19.2,74,0.63,96
2003-05-22,Romania,1.0,0.0,1,Sunny,19.5,45,0.24,79
2003-05-22,singapore,206.0,29.0,162,Sunny,26.5,77,0.2,75
2003-05-22,south africa,1.0,1.0,0,Humid,24.979299781181616,53,0.4,96
2003-05-22,spain,1.0,0.0,1,Humid,27.4,64,0.74,75
2003-05-22,Sweden,3.0,0.0,3,Rainy,16.8,51,0.3,69
2003-05-22,Switzerland,1.0,0.0,1,Cloudy,25.0,65,0.29,91
2003-05-22,Thailand,8.0,2.0,5,Dry,35.4,40,0.53,77
2003-05-22,United Kingdom,4.0,0.0,4,Dry,23.1,84,0.72,69
2003-05-22,United States,65.0,0.0,33,Dry,29.1,87,0.77,60
2003-05-22,Viet Nam,63.0,5.0,58,Rainy,29.1,75,0.34,59
2003-05-23,Brazil,2.0,0.0,2,Humd,29.3,58,0.26,72
2003-05-23,Canada,,23.0,109,Rainy,25.8,64,0.95,86
2003-05-23,China,5285.0,,2544,Dry,27.8,77,0.41,90
2003-05-23,"hong kong sar, china",1724.0,260.0,1255,Cloudy,28.5,83,0.88,68
2003-05-23,"Macao SAR, China",2.0,0.0,0,Sunny,28.2,44,0.89,94
2003-05-23,"taiwan, china",538.0,60.0,82,Humid,19.4,89,0.82,67
2003-05-23,colombia,1.0,0.0,1,Humid,16.5,60,0.34,98
2003-05-23,finland,1.0,0.0,1,Rainy,17.2,71,0.86,76
2003-05-23,France,7.0,0.0,6,Humid,24.979299781181616,70,0.82,55
2003-05-23,germany,9.0,0.0,9,Dry,28.0,72,0.68,59
2003-05-23,india,3.0,0.0,3,Dry,19.5,45,0.47,51
2003-05-23,Indonesia,2.0,0.0,2,Rainy,29.6,39,0.41,73
2003-05-23,Italy,9.0,0.0,9,Dry,22.5,78,0.3,87
2003-05-23,Kuwait,1.0,0.0,1,Cloudy,22.5,61,0.61,unknown
2003-05-23,malaysia,8.0,2.0,5,Rainy,20.8,80,0.67,77
2003-05-23,Mongolia,9.0,0.0,8,Cloudy,15.6,31,0.49,94
2003-05-23,New Zealand,1.0,0.0,1,Sunny,26.1,53,0.58,99
2003-05-23,philippines,12.0,2.0,10,Cloudy,33.6,52,0.49,88
2003-05-23,Republic of Ireland,1.0,0.0,1,Sunny,24.7,31,0.71,51
2003-05-23,Republic of Korea,3.0,0.0,2,Sunny,15.7,67,0.92,95
2003-05-23,Romania,1.0,0.0,1,Cloudy,28.9,60,0.33,54
2003-05-23,Singapore,206.0,31.0,163,Rainy,16.9,80,0.51,99
2003-05-23,South Africa,,1.0,0,Dry,19.0,69,0.31,60
2003-05-23,Spain,1.0,0.0,1,Dry,23.8,55,0.7,59
2003-05-23,sweden,3.0,,3,Sunny,24.979299781181616,58,0.78,92
2003-05-23,switzerland,1.0,0.0,1,Sunny,20.0,32,0.95,51
2003-05-23,thailand,,2.0,5,Rainy,23.6,87,0.42,64
2003-05-23,United Kingdom,,0.0,4,Humid,28.6,43,0.96,88
2003-05-23,United States,65.0,0.0,33,Cloudy,29.3,54,0.25,90
2003-05-23,Viet Nam,63.0,5.0,58,Sunny,31.3,77,0.68,86
2003-05-24,Brazil,2.0,0.0,2,Dry,34.5,30,0.25,56
2003-05-24,Canada,140.0,23.0,109,Rainy,29.0,82,0.92,69
2003-05-24,China,5309.0,308.0,2675,Cloudy,23.9,32,0.62,83
2003-05-24,"Hong Kong SAR, China",1724.0,262.0,1266,Rainy,24.979299781181616,83,0.74,84
2003-05-24,"Macao SAR, China",2.0,0.0,0,Cloudy,27.3,55,0.87,83
2003-05-24,"Taiwan, China",,60.0,82,Cloudy,27.5,47,0.32,71
2003-05-24,colombia,1.0,0.0,1,Sunny,25.9,38,0.23,80
2003-05-24,Finland,1.0,0.0,1,Rainy,20.4,67,0.9,72
2003-05-24,France,7.0,0.0,6,Rainyy,19.9,52,0.45,68
2003-05-24,Germany,9.0,,9,Dry,24.5,50,0.3,53
2003-05-24,india,3.0,0.0,3,drry,25.7,86,0.57,73
2003-05-24,Indonesia,2.0,0.0,2,Sunny,21.6,30,0.68,69
2003-05-24,italy,9.0,0.0,9,Sunny,27.1,50,0.22,88
2003-05-24,kuwait,1.0,,1,,35.4,56,0.42,77
2003-05-24,Malaysia,8.0,2.0,5,Dryy,16.3,71,0.23,88
2003-05-24,Mongolia,9.0,0.0,8,Cloudy,24.979299781181616,88,0.54,66
2003-05-24,New Zealand,1.0,0.0,1,Rainy,24.7,35,0.92,68
2003-05-24,philippines,12.0,2.0,10,Sunny,27.3,84,0.99,97
2003-05-24,Republic of Ireland,1.0,0.0,1,Rainy,22.8,73,0.71,84
2003-05-24,Republic of Korea,3.0,0.0,2,Rainy,24.3,65,0.33,81
2003-05-24,Romania,1.0,0.0,1,Humid,25.6,57,0.92,96
2003-05-24,Singapore,206.0,31.0,163,Dry,23.5,74,0.61,95
2003-05-24,South Africa,1.0,1.0,0,Sunny,17.4,46,0.32,96
2003-05-24,Spain,1.0,0.0,1,Rainy,23.8,88,0.94,95
2003-05-24,Sweden,3.0,0.0,3,Sunny,17.9,69,0.81,88
2003-05-24,Switzerland,1.0,0.0,1,Cloudy,28.3,87,0.79,84
2003-05-24,Thailand,8.0,2.0,5,Humid,15.7,81,0.77,79
2003-05-24,United Kingdom,4.0,0.0,4,Cloudy,30.1,32,0.36,66
2003-05-24,united states,65.0,0.0,33,Sunny,27.1,41,0.37,91
2003-05-24,Viet Nam,63.0,5.0,58,Sunny,27.2,68,0.75,96
2003-05-26,brazil,2.0,,2,Dry,14.2,41,0.38,78
2003-05-26,canada,148.0,26.0,110,Rainy,23.4,31,0.55,55
2003-05-26,China,5316.0,317.0,2829,Rainy,30.8,85,0.83,66
2003-05-26,"Hong Kong SAR, China",,267.0,1276,Cloudy,22.4,75,0.83,66
2003-05-26,"Macao SAR, China",,0.0,0,Humid,19.6,51,0.56,63
2003-05-26,"Taiwan, China",,,112,Rainy,21.8,52,0.83,73
2003-05-26,Colombia,1.0,0.0,1,Dry,24.7,59,0.87,99
2003-05-26,Finland,1.0,0.0,1,Cloudy,20.7,34,0.72,86
2003-05-26,france,7.0,0.0,6,Cloudy,31.2,38,0.38,89
2003-05-26,germany,9.0,0.0,9,Dry,24.7,50,0.42,88
2003-05-26,India,3.0,0.0,3,Humid,22.2,40,0.45,unknown
2003-05-26,Indonesia,2.0,0.0,2,Dry,18.5,34,0.29,85
2003-05-26,Italy,9.0,0.0,9,Humid,27.4,64,0.42,99
2003-05-26,Kuwait,1.0,0.0,1,Dry,27.3,56,0.37,86
2003-05-26,malaysia,5.0,2.0,3,drry,21.0,78,0.56,97
2003-05-26,Mongolia,,0.0,8,Sunny,13.8,31,0.93,63
